Random-10-Repeat-10 string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
196,1.65873e-007,1.52254e-008,3.6946e-008,5.00762e-008,1.33397e-007,4.43492e-008,6.18794e-008,4.11365e-008,3.33841e-008,2.7727e-008,8.40191e-008,1.6706e-007,1.68667e-007,3.3454e-008,3.74349e-008,4.89587e-008,1.09092e-007,6.48825e-008,5.90159e-008,6.27873e-008,4.54667e-008,5.1473e-008,3.01714e-008,4.42095e-008,4.30921e-008,3.66667e-008,4.74222e-008,5.39873e-008,5.29397e-008,
197,1.68178e-007,1.4946e-008,4.15556e-008,5.24508e-008,1.37797e-007,3.49206e-008,6.71873e-008,4.09968e-008,3.44317e-008,2.77968e-008,7.82921e-008,1.69994e-007,1.70902e-007,3.42921e-008,3.86222e-008,4.91683e-008,1.12724e-007,6.21587e-008,5.78984e-008,6.17397e-008,4.59556e-008,5.28698e-008,3.05905e-008,4.45587e-008,4.37206e-008,3.74349e-008,4.84698e-008,5.4127e-008,5.36381e-008,
198,1.68806e-007,1.59238e-008,4.21841e-008,5.33587e-008,1.38984e-007,3.62476e-008,6.79556e-008,4.2673e-008,3.49206e-008,3.50603e-008,8.3181e-008,1.69924e-007,1.69994e-007,3.46413e-008,3.9181e-008,2.2e-008,8.77206e-008,6.47429e-008,5.86667e-008,8.88381e-008,4.52571e-008,5.30794e-008,3.05206e-008,4.37905e-008,4.2673e-008,3.71556e-008,4.73524e-008,5.42667e-008,5.27302e-008,
199,1.6713e-007,1.60635e-008,4.11365e-008,5.4546e-008,1.40241e-007,3.65968e-008,6.53016e-008,4.18349e-008,3.58286e-008,3.01714e-008,7.88508e-008,1.77327e-007,1.68457e-007,3.54794e-008,3.98794e-008,2.34667e-008,8.80699e-008,3.52e-008,5.4546e-008,6.72572e-008,4.51873e-008,5.16825e-008,2.98921e-008,4.58159e-008,4.48381e-008,3.64571e-008,4.95175e-008,5.31492e-008,5.23111e-008,
200,1.69994e-007,1.61333e-008,3.70857e-008,5.04254e-008,1.13352e-007,3.79238e-008,6.8654e-008,4.28825e-008,3.63873e-008,3.17079e-008,8.43683e-008,1.7139e-007,1.71251e-007,3.54095e-008,4.05778e-008,2.52127e-008,9.58222e-008,3.70159e-008,5.5454e-008,6.40445e-008,4.55365e-008,5.25206e-008,3.01016e-008,4.63746e-008,4.51175e-008,3.6946e-008,5.00064e-008,5.41968e-008,5.33587e-008,
201,1.68946e-007,1.54349e-008,3.93206e-008,5.4127e-008,1.24038e-007,4.04381e-008,6.99111e-008,4.25333e-008,3.72952e-008,3.08698e-008,8.01778e-008,1.70133e-007,1.70133e-007,3.58286e-008,4.14159e-008,2.54222e-008,9.04445e-008,3.75746e-008,5.53841e-008,4.4e-008,4.54667e-008,5.20318e-008,2.97524e-008,4.42794e-008,4.29524e-008,3.54794e-008,4.78413e-008,5.26603e-008,5.07746e-008,
202,1.69924e-007,1.52254e-008,4.10667e-008,5.58032e-008,1.36889e-007,3.87619e-008,7.04698e-008,4.27429e-008,3.7854e-008,3.17778e-008,8.12254e-008,1.71111e-007,1.71111e-007,3.61778e-008,4.44889e-008,2.57714e-008,9.12826e-008,3.86222e-008,5.88064e-008,7.4381e-008,4.54667e-008,5.24508e-008,2.95429e-008,4.17651e-008,4.09968e-008,3.53397e-008,4.45587e-008,5.21714e-008,5.14032e-008,
203,1.7153e-007,1.48064e-008,4.18349e-008,5.74794e-008,1.28089e-007,3.98794e-008,6.61397e-008,4.43492e-008,3.89016e-008,3.17778e-008,8.22032e-008,1.73276e-007,1.72717e-007,3.70857e-008,4.28825e-008,2.68191e-008,9.23302e-008,3.9181e-008,5.75492e-008,5.63619e-008,4.53968e-008,5.27302e-008,2.93333e-008,4.44191e-008,4.52571e-008,3.48508e-008,5.04952e-008,5.18921e-008,5.88762e-008,
204,1.78165e-007,1.51556e-008,3.66667e-008,5.16127e-008,1.28438e-007,4.02984e-008,7.20762e-008,4.93778e-008,3.93206e-008,3.23365e-008,8.22032e-008,1.7167e-007,1.80051e-007,3.79238e-008,4.34413e-008,2.68191e-008,9.16318e-008,4.01587e-008,5.76889e-008,8.56254e-008,4.53968e-008,5.23111e-008,2.97524e-008,4.37206e-008,4.50476e-008,3.53397e-008,5.02857e-008,5.21016e-008,5.1054e-008,
205,1.72019e-007,1.53651e-008,3.90413e-008,5.41968e-008,1.33048e-007,4.14857e-008,6.80952e-008,4.75619e-008,4.04381e-008,3.3454e-008,8.39492e-008,1.84591e-007,1.73346e-007,3.93206e-008,4.44191e-008,2.68889e-008,9.39365e-008,4.0927e-008,6.06921e-008,6.61397e-008,4.5327e-008,5.32889e-008,2.96825e-008,4.15556e-008,4.32318e-008,3.52e-008,4.72127e-008,5.18222e-008,5.06349e-008,
206,1.7181e-007,1.50159e-008,4.00191e-008,5.44762e-008,1.29556e-007,4.20445e-008,6.7746e-008,4.71429e-008,4.04381e-008,3.36635e-008,8.37397e-008,1.84102e-007,1.72997e-007,4.03683e-008,4.47683e-008,2.80762e-008,9.35873e-008,4.16952e-008,5.92952e-008,7.6127e-008,4.60254e-008,5.61524e-008,2.9054e-008,4.35111e-008,4.5327e-008,3.47111e-008,4.91683e-008,5.1473e-008,5.04254e-008,
207,1.74952e-007,1.50857e-008,4.12762e-008,5.74794e-008,1.38635e-007,4.30921e-008,6.80254e-008,4.63048e-008,4.24635e-008,3.49905e-008,8.58349e-008,1.86057e-007,1.76349e-007,4.1346e-008,4.59556e-008,2.54222e-008,9.29587e-008,4.77016e-008,6.08318e-008,5.16825e-008,4.55365e-008,5.18222e-008,2.98222e-008,4.2254e-008,4.14159e-008,3.54095e-008,4.51873e-008,5.25206e-008,5.11238e-008,
208,1.7586e-007,1.52952e-008,3.54794e-008,5.0146e-008,1.36749e-007,4.51175e-008,7.28445e-008,4.72825e-008,4.50476e-008,3.57587e-008,9.19111e-008,1.86616e-007,1.76908e-007,4.16952e-008,4.64445e-008,2.70286e-008,9.47048e-008,4.10667e-008,3.49905e-008,6.97016e-008,4.5746e-008,5.20318e-008,2.93333e-008,4.28127e-008,4.17651e-008,3.56889e-008,4.60254e-008,5.24508e-008,5.1473e-008,
209,1.73905e-007,1.53651e-008,3.7854e-008,5.25206e-008,1.3654e-007,4.65143e-008,6.71175e-008,4.6654e-008,4.34413e-008,3.64571e-008,8.58349e-008,1.8473e-007,1.75092e-007,4.20445e-008,4.93778e-008,2.75175e-008,9.40064e-008,4.21841e-008,3.54095e-008,6.98413e-008,4.5327e-008,5.19619e-008,2.93333e-008,4.40698e-008,4.30921e-008,3.48508e-008,4.74222e-008,5.18222e-008,5.03556e-008,
210,1.81448e-007,1.55048e-008,3.90413e-008,5.37079e-008,1.40241e-007,4.46286e-008,7.03302e-008,4.15556e-008,4.40698e-008,3.68762e-008,8.67429e-008,1.85568e-007,1.7586e-007,4.28825e-008,5.09143e-008,2.80762e-008,9.49841e-008,4.31619e-008,3.56889e-008,8.14349e-008,4.88889e-008,5.21714e-008,2.9473e-008,4.18349e-008,4.03683e-008,3.49206e-008,4.46286e-008,5.16825e-008,5.00762e-008,
211,1.85708e-007,1.54349e-008,4.02984e-008,5.60825e-008,1.42406e-007,4.51873e-008,6.51619e-008,4.27429e-008,4.51873e-008,3.79238e-008,8.76508e-008,1.86756e-007,1.77048e-007,4.40698e-008,4.84698e-008,2.87746e-008,9.58921e-008,4.43492e-008,3.60381e-008,5.99238e-008,4.52571e-008,5.17524e-008,2.93333e-008,4.42095e-008,4.27429e-008,3.47111e-008,4.76318e-008,5.17524e-008,5.07048e-008,
212,1.77537e-007,1.66222e-008,3.74349e-008,5.1473e-008,1.53581e-007,4.63048e-008,7.10984e-008,4.40698e-008,4.84e-008,3.83429e-008,8.90476e-008,1.892e-007,1.79003e-007,4.46984e-008,4.95175e-008,2.9054e-008,9.76381e-008,4.5327e-008,3.73651e-008,8.48572e-008,4.63746e-008,5.21714e-008,2.97524e-008,4.39302e-008,4.28825e-008,3.50603e-008,4.71429e-008,5.21714e-008,5.07048e-008,
213,1.77397e-007,1.59238e-008,3.66667e-008,5.19619e-008,1.46457e-007,4.71429e-008,6.9981e-008,4.65143e-008,5.03556e-008,3.93905e-008,8.91175e-008,1.8913e-007,1.79213e-007,4.55365e-008,5.0146e-008,2.95429e-008,9.86159e-008,4.60952e-008,3.81333e-008,6.34857e-008,4.75619e-008,5.25206e-008,2.93333e-008,4.42095e-008,4.28127e-008,3.52e-008,4.71429e-008,5.17524e-008,5.1473e-008,
214,1.80679e-007,1.57143e-008,3.85524e-008,5.40571e-008,1.50229e-007,4.81905e-008,6.92127e-008,4.34413e-008,4.86794e-008,4.05079e-008,9.18413e-008,1.93251e-007,1.82705e-007,4.67238e-008,5.25905e-008,3.00317e-008,9.96635e-008,4.70032e-008,3.98095e-008,7.92699e-008,4.9727e-008,5.34286e-008,2.95429e-008,4.37905e-008,4.23937e-008,3.48508e-008,4.67238e-008,5.20318e-008,5.36381e-008,
215,1.8061e-007,1.66921e-008,4.00191e-008,5.44762e-008,1.4974e-007,4.88889e-008,7.44508e-008,4.54667e-008,5.00064e-008,4.07175e-008,9.12826e-008,1.83194e-007,1.81587e-007,4.7073e-008,5.16825e-008,3.09397e-008,9.93841e-008,4.80508e-008,3.98794e-008,4.65143e-008,4.88889e-008,5.22413e-008,2.96127e-008,4.46984e-008,4.35111e-008,3.52698e-008,4.82603e-008,5.25206e-008,5.14032e-008,
216,1.79143e-007,1.51556e-008,3.77841e-008,4.90286e-008,1.21733e-007,4.96572e-008,6.76762e-008,4.25333e-008,5.04254e-008,4.11365e-008,9.11429e-008,1.82146e-007,1.8061e-007,4.78413e-008,5.2381e-008,2.82159e-008,9.40762e-008,4.84698e-008,3.98095e-008,8.8e-008,4.55365e-008,5.2381e-008,2.96825e-008,4.21143e-008,4.09968e-008,3.53397e-008,4.44191e-008,5.17524e-008,5.09143e-008,
217,1.79632e-007,1.52952e-008,3.92508e-008,5.11937e-008,1.22222e-007,2.87048e-008,6.83746e-008,4.34413e-008,2.87746e-008,4.17651e-008,9.16318e-008,1.82286e-007,1.94298e-007,5.11238e-008,3.14984e-008,2.96825e-008,9.40064e-008,4.35111e-008,3.84825e-008,5.88064e-008,4.56762e-008,5.22413e-008,2.93333e-008,4.19048e-008,4.07175e-008,3.50603e-008,4.47683e-008,5.19619e-008,5.05651e-008,
218,1.8494e-007,1.48064e-008,4.42095e-008,5.29397e-008,1.28997e-007,2.98921e-008,7.90603e-008,4.42095e-008,3.07302e-008,4.33016e-008,9.42159e-008,1.87314e-007,1.87175e-007,5.0146e-008,3.23365e-008,3.04508e-008,9.74984e-008,4.7981e-008,4.00889e-008,8.25524e-008,4.64444e-008,5.32889e-008,2.96127e-008,4.47683e-008,4.33016e-008,3.51302e-008,4.83302e-008,5.25206e-008,5.13333e-008,
219,1.81378e-007,1.50857e-008,4.15556e-008,5.30095e-008,1.25714e-007,3.02413e-008,7.15175e-008,5.06349e-008,3.14286e-008,4.37206e-008,9.33778e-008,1.84102e-007,1.84102e-007,4.96572e-008,3.30349e-008,3.08e-008,9.73587e-008,4.51873e-008,4.03683e-008,5.1054e-008,5.18921e-008,6.18794e-008,2.94032e-008,4.38603e-008,4.25333e-008,3.54095e-008,4.67238e-008,5.2381e-008,5.09143e-008,
220,1.89759e-007,1.54349e-008,3.66667e-008,5.1473e-008,1.23549e-007,3.12889e-008,7.15175e-008,5.22413e-008,3.10095e-008,4.46286e-008,1.03295e-007,1.83892e-007,1.83473e-007,5.03556e-008,3.39429e-008,3.13587e-008,9.62413e-008,4.56762e-008,4.08571e-008,8.49968e-008,4.56064e-008,5.22413e-008,2.91937e-008,4.39302e-008,4.30222e-008,3.49905e-008,4.75619e-008,5.16825e-008,5.09143e-008,
221,1.9367e-007,1.50857e-008,3.86921e-008,5.15429e-008,1.25924e-007,3.12191e-008,6.95619e-008,4.65143e-008,3.13587e-008,4.58857e-008,9.51238e-008,1.848e-007,1.86197e-007,5.12635e-008,3.44317e-008,3.21968e-008,1.00432e-007,4.71429e-008,4.18349e-008,6.39746e-008,4.46984e-008,5.30794e-008,2.9473e-008,4.39302e-008,4.25333e-008,3.48508e-008,4.69333e-008,5.18222e-008,5.13333e-008,
222,1.86686e-007,1.48063e-008,3.97397e-008,5.39873e-008,1.31441e-007,3.47111e-008,7.67556e-008,4.81905e-008,3.30349e-008,4.74222e-008,1.07625e-007,1.87733e-007,1.89479e-007,5.28e-008,3.54095e-008,3.26159e-008,1.03924e-007,4.78413e-008,4.24635e-008,6.27175e-008,4.63746e-008,5.37079e-008,2.9473e-008,4.4e-008,4.29524e-008,3.53397e-008,4.75619e-008,5.22413e-008,5.16825e-008,
223,1.83613e-007,1.52952e-008,4.11365e-008,5.56635e-008,1.30044e-007,3.30349e-008,7.01206e-008,4.72127e-008,3.24064e-008,5.11238e-008,9.58921e-008,1.8487e-007,1.86337e-007,5.25905e-008,3.57587e-008,3.21968e-008,9.96635e-008,4.85397e-008,4.23937e-008,3.6946e-008,4.5327e-008,5.13333e-008,2.96825e-008,4.16952e-008,4.05778e-008,3.52e-008,4.46984e-008,5.16127e-008,5.07048e-008,
224,1.86267e-007,1.51556e-008,3.54095e-008,5.03556e-008,1.33676e-007,3.38032e-008,6.9981e-008,4.81905e-008,3.31746e-008,4.95873e-008,9.74984e-008,1.87524e-007,1.8906e-007,3.16381e-008,3.6946e-008,3.28952e-008,1.0141e-007,4.90984e-008,4.30921e-008,6.94222e-008,4.54667e-008,5.23111e-008,2.95429e-008,4.21841e-008,4.14857e-008,3.56889e-008,4.52571e-008,5.17524e-008,5.1054e-008,
225,1.87314e-007,1.4946e-008,3.7854e-008,5.16825e-008,1.36959e-007,3.43619e-008,7.33333e-008,4.25333e-008,3.43619e-008,5.04952e-008,9.83365e-008,1.88362e-007,1.89968e-007,3.19175e-008,3.72254e-008,3.09397e-008,9.69397e-008,5.02857e-008,4.27429e-008,4.41397e-008,4.56762e-008,5.2381e-008,2.95429e-008,4.15556e-008,4.06476e-008,3.50603e-008,4.44191e-008,5.21016e-008,5.04952e-008,
226,1.85708e-007,1.48064e-008,3.94603e-008,5.23111e-008,1.36959e-007,3.59683e-008,7.32635e-008,4.52571e-008,4.02286e-008,5.11937e-008,9.8127e-008,1.97371e-007,1.87175e-007,3.26857e-008,3.73651e-008,3.14286e-008,1.01479e-007,4.46286e-008,4.09968e-008,7.37524e-008,4.56064e-008,5.25206e-008,2.95429e-008,4.15556e-008,4.02984e-008,3.4781e-008,4.46286e-008,5.18222e-008,5.02159e-008,
227,1.99117e-007,1.50159e-008,4.00889e-008,5.53841e-008,1.4087e-007,4.60254e-008,7.24254e-008,4.46984e-008,3.55492e-008,5.30794e-008,1.00222e-007,1.90946e-007,1.90876e-007,3.38032e-008,3.90413e-008,3.27556e-008,1.03016e-007,4.73524e-008,4.27429e-008,7.78032e-008,4.51873e-008,5.24508e-008,2.95429e-008,4.23238e-008,4.12762e-008,3.54095e-008,4.55365e-008,5.26603e-008,5.1054e-008,
228,2.02819e-007,1.50159e-008,3.52698e-008,4.91683e-008,1.40032e-007,3.75048e-008,7.42413e-008,4.49778e-008,3.62476e-008,5.37778e-008,1.00362e-007,1.90317e-007,1.90317e-007,3.44318e-008,3.94603e-008,3.32444e-008,1.056e-007,4.76318e-008,4.30921e-008,7.26349e-008,4.60952e-008,5.23111e-008,2.95429e-008,4.39302e-008,4.2673e-008,3.45016e-008,4.69333e-008,5.21016e-008,5.07048e-008,
229,1.91086e-007,1.48762e-008,3.70857e-008,5.08445e-008,1.42267e-007,3.76444e-008,8.2273e-008,4.44191e-008,3.63175e-008,5.51048e-008,1.01619e-007,2.00514e-007,1.91784e-007,3.49206e-008,4.02286e-008,3.40825e-008,1.00711e-007,4.82603e-008,4.37905e-008,5.29397e-008,4.59556e-008,5.28e-008,2.9473e-008,4.33016e-008,4.23937e-008,3.51302e-008,4.80508e-008,5.21016e-008,5.1054e-008,
230,1.91295e-007,1.50159e-008,3.93206e-008,5.21714e-008,1.42267e-007,3.84127e-008,7.85016e-008,4.63746e-008,3.71556e-008,5.61524e-008,1.02178e-007,1.92413e-007,1.92413e-007,3.60381e-008,4.0927e-008,3.52e-008,1.07625e-007,4.85397e-008,4.39302e-008,7.60572e-008,4.63746e-008,5.31492e-008,2.96127e-008,4.19048e-008,4.10667e-008,3.52e-008,4.51175e-008,5.25905e-008,5.11937e-008,
231,1.90038e-007,1.50857e-008,3.87619e-008,5.32191e-008,1.46806e-007,3.89714e-008,7.32635e-008,4.41397e-008,3.76444e-008,5.6781e-008,1.01898e-007,1.91086e-007,1.91086e-007,3.52e-008,4.14159e-008,3.6527e-008,1.03644e-007,4.96572e-008,4.42095e-008,6.34857e-008,6.95619e-008,5.21016e-008,2.98222e-008,4.42794e-008,4.28127e-008,3.51302e-008,4.75619e-008,4.96572e-008,5.39873e-008,
232,1.91505e-007,1.52254e-008,3.75746e-008,5.56635e-008,1.51206e-007,3.98794e-008,7.41016e-008,4.63746e-008,3.8273e-008,5.80381e-008,1.03086e-007,1.94229e-007,1.92692e-007,3.57587e-008,4.16952e-008,3.54095e-008,1.04552e-007,5.04254e-008,4.5327e-008,6.16e-008,4.58159e-008,5.5873e-008,2.9473e-008,4.47683e-008,9.08635e-008,3.51302e-008,4.82603e-008,5.24508e-008,5.08444e-008,
233,1.92413e-007,1.50159e-008,3.97397e-008,5.70603e-008,1.58889e-007,4.09968e-008,7.67556e-008,4.59556e-008,4.12064e-008,5.91556e-008,1.04203e-007,1.95067e-007,1.93949e-007,3.70857e-008,4.31619e-008,3.61778e-008,1.07206e-007,5.14032e-008,4.51175e-008,5.27302e-008,4.45587e-008,5.25206e-008,2.98222e-008,4.14857e-008,4.35111e-008,3.54794e-008,4.44191e-008,5.24508e-008,5.08444e-008,
234,1.94717e-007,1.50857e-008,4.14159e-008,5.92952e-008,1.4939e-007,4.16952e-008,7.60572e-008,4.90984e-008,4.30222e-008,6.07619e-008,1.056e-007,2.03517e-007,1.95905e-007,3.76444e-008,4.41397e-008,3.20571e-008,1.00432e-007,5.19619e-008,4.58857e-008,7.71048e-008,4.60254e-008,5.32889e-008,2.91937e-008,4.41397e-008,4.53968e-008,3.49905e-008,4.68635e-008,4.94476e-008,5.09143e-008,
235,2.0666e-007,1.50159e-008,4.18349e-008,6.04127e-008,1.54e-007,4.16254e-008,7.63365e-008,4.6654e-008,4.0927e-008,6.12508e-008,1.10908e-007,1.96044e-007,1.94368e-007,3.7854e-008,4.44191e-008,3.29651e-008,1.01689e-007,4.63746e-008,4.31619e-008,5.66413e-008,5.25206e-008,6.14603e-008,2.95429e-008,4.38603e-008,4.67238e-008,3.52e-008,4.72825e-008,4.95175e-008,5.07048e-008,
236,2.0254e-007,1.52254e-008,3.66667e-008,5.39175e-008,1.54279e-007,4.24635e-008,8.20635e-008,4.90286e-008,4.08571e-008,6.20889e-008,1.04692e-007,1.94857e-007,1.93391e-007,3.92508e-008,4.49079e-008,3.53397e-008,9.9454e-008,4.7981e-008,4.4e-008,8.29714e-008,4.56762e-008,5.23111e-008,2.92635e-008,4.37206e-008,4.61651e-008,3.50603e-008,4.72127e-008,4.88889e-008,5.06349e-008,
237,1.94787e-007,1.50857e-008,3.90413e-008,5.69206e-008,1.57981e-007,4.30921e-008,7.10984e-008,5.06349e-008,4.17651e-008,6.66286e-008,1.06368e-007,1.97371e-007,1.95556e-007,3.97397e-008,4.60952e-008,3.66667e-008,1.0141e-007,4.88889e-008,4.48381e-008,5.97841e-008,4.53968e-008,5.28e-008,2.93333e-008,4.38603e-008,4.61651e-008,3.52698e-008,4.7073e-008,4.90286e-008,5.04952e-008,
238,1.9814e-007,1.48762e-008,4.01587e-008,5.83175e-008,1.6273e-007,4.48381e-008,7.41714e-008,5.22413e-008,4.28825e-008,6.53714e-008,1.09022e-007,2.00864e-007,1.99397e-007,4.1346e-008,4.72825e-008,3.77143e-008,1.04552e-007,4.99365e-008,4.56762e-008,4.69333e-008,4.67238e-008,5.37778e-008,2.96825e-008,4.44191e-008,4.7073e-008,3.50603e-008,5.06349e-008,4.94476e-008,5.16825e-008,
239,1.96813e-007,1.48064e-008,4.05778e-008,5.95746e-008,1.60984e-007,4.5746e-008,7.41714e-008,4.92381e-008,4.36508e-008,6.62794e-008,1.09581e-007,1.99606e-007,1.9807e-007,4.12762e-008,4.74921e-008,3.67365e-008,1.03784e-007,5.07746e-008,4.63048e-008,4.64445e-008,7.10984e-008,5.15429e-008,2.91238e-008,4.42095e-008,4.51873e-008,3.50603e-008,5.03556e-008,4.90984e-008,5.06349e-008,
240,2.01422e-007,1.4946e-008,3.54095e-008,5.32191e-008,1.716e-007,4.6654e-008,7.95492e-008,4.45587e-008,4.52571e-008,7.18667e-008,1.12724e-007,2.0261e-007,2.02679e-007,5.44762e-008,4.94476e-008,3.73651e-008,1.12654e-007,5.21016e-008,4.76318e-008,6.81651e-008,5.34286e-008,5.32889e-008,2.97524e-008,4.46286e-008,4.5746e-008,3.56889e-008,5.07746e-008,4.99365e-008,5.19619e-008,
241,1.96883e-007,1.4946e-008,3.7854e-008,5.53143e-008,1.63149e-007,4.60254e-008,7.94095e-008,4.55365e-008,4.53968e-008,6.76762e-008,1.16495e-007,1.9786e-007,1.97791e-007,4.55365e-008,4.87492e-008,3.70857e-008,1.03854e-007,5.18222e-008,4.73524e-008,7.56381e-008,5.23111e-008,5.2381e-008,2.91937e-008,4.11365e-008,4.28825e-008,3.51302e-008,4.45587e-008,4.90984e-008,5.07746e-008,
242,1.99606e-007,1.50857e-008,3.94603e-008,5.75492e-008,1.69156e-007,5.44064e-008,7.89206e-008,4.64445e-008,4.63746e-008,6.94222e-008,1.11956e-007,2.01352e-007,2.00794e-007,4.70032e-008,5.29397e-008,3.79937e-008,1.06578e-007,5.29397e-008,4.80508e-008,7.12381e-008,4.61651e-008,5.30095e-008,2.98921e-008,4.39302e-008,4.49778e-008,3.54095e-008,4.72825e-008,4.97968e-008,5.16825e-008,
243,2.09244e-007,1.48762e-008,4.00889e-008,5.88762e-008,1.63917e-007,5.11937e-008,7.89206e-008,4.62349e-008,4.64445e-008,7.03302e-008,1.11886e-007,2.00165e-007,2.00235e-007,4.44889e-008,5.33587e-008,3.35937e-008,1.0113e-007,5.38476e-008,4.84698e-008,6.14603e-008,5.28e-008,6.17397e-008,2.94032e-008,4.40698e-008,4.5327e-008,3.52e-008,4.95873e-008,5.08445e-008,5.11937e-008,
244,2.13016e-007,1.50857e-008,3.54095e-008,5.36381e-008,1.44083e-007,5.19619e-008,8.71619e-008,4.69333e-008,4.76318e-008,7.59175e-008,1.13911e-007,2.13505e-007,2.10781e-007,4.61651e-008,5.14032e-008,3.54794e-008,1.03784e-007,4.91683e-008,4.5327e-008,8.27619e-008,4.65841e-008,5.28698e-008,2.91937e-008,4.37206e-008,4.48381e-008,3.49206e-008,4.69333e-008,4.93079e-008,5.04952e-008,
245,1.98908e-007,1.52952e-008,3.72952e-008,5.52445e-008,1.38146e-007,4.90286e-008,7.31238e-008,4.73524e-008,4.79111e-008,7.18667e-008,1.13213e-007,2.00095e-007,2.01632e-007,4.56762e-008,5.19619e-008,3.58286e-008,1.0127e-007,5.04952e-008,4.60254e-008,6.3346e-008,4.58159e-008,5.25905e-008,2.96825e-008,4.46984e-008,4.58857e-008,3.49905e-008,4.63746e-008,4.92381e-008,5.0146e-008,
246,2.01771e-007,1.50857e-008,3.86222e-008,6.0273e-008,1.42895e-007,5.04254e-008,8.26921e-008,4.70032e-008,4.94476e-008,7.36825e-008,1.13702e-007,2.03168e-007,2.04705e-007,4.69333e-008,5.25206e-008,3.61778e-008,1.04203e-007,5.13333e-008,4.65841e-008,6.41841e-008,4.59556e-008,5.31492e-008,2.94032e-008,4.47683e-008,4.56064e-008,3.51302e-008,4.81905e-008,4.93079e-008,5.11937e-008,
247,2.09594e-007,1.50159e-008,3.99492e-008,5.4127e-008,1.44362e-007,5.16825e-008,8.17841e-008,4.80508e-008,5.08444e-008,7.50794e-008,1.22851e-007,2.14133e-007,2.06241e-007,4.78413e-008,5.36381e-008,3.74349e-008,1.04971e-007,5.2381e-008,4.7073e-008,4.68635e-008,6.27175e-008,6.22286e-008,2.92635e-008,4.20445e-008,4.31619e-008,3.54095e-008,4.52572e-008,4.95873e-008,5.11937e-008,
248,2.05333e-007,1.52254e-008,3.82032e-008,4.95873e-008,1.48622e-007,3.13587e-008,8.08064e-008,4.70032e-008,3.08698e-008,7.62667e-008,1.15727e-007,2.06451e-007,2.07778e-007,4.92381e-008,3.31048e-008,3.86222e-008,1.05181e-007,5.27302e-008,4.7981e-008,8.02476e-008,6.50921e-008,5.60825e-008,2.96127e-008,4.48381e-008,4.58159e-008,3.57587e-008,4.85397e-008,4.95873e-008,5.18921e-008,
249,2.16717e-007,1.48762e-008,3.93206e-008,5.15429e-008,2.17346e-007,3.12191e-008,8.10857e-008,5.8527e-008,3.24064e-008,7.73143e-008,1.16076e-007,2.06102e-007,2.07568e-007,4.9727e-008,3.35937e-008,3.87619e-008,1.07416e-007,5.31492e-008,4.83302e-008,6.08318e-008,6.13206e-008,5.58032e-008,2.91937e-008,4.3581e-008,4.49079e-008,3.52698e-008,4.6654e-008,4.93778e-008,5.09841e-008,
250,2.04286e-007,1.48762e-008,4.10667e-008,5.18921e-008,1.57283e-007,3.14984e-008,8.21333e-008,4.7981e-008,3.22667e-008,7.76635e-008,1.15657e-007,2.04914e-007,2.06591e-007,5.04254e-008,3.40825e-008,3.89714e-008,1.15378e-007,5.41968e-008,4.93079e-008,6.50921e-008,4.5746e-008,5.60127e-008,2.93333e-008,4.40698e-008,4.53968e-008,3.49905e-008,4.77016e-008,4.92381e-008,5.07048e-008,
251,2.04425e-007,1.4946e-008,4.16952e-008,5.37778e-008,1.51416e-007,3.2546e-008,8.5346e-008,5.09143e-008,3.31746e-008,7.92e-008,1.16425e-007,2.14273e-007,2.07079e-007,5.07048e-008,3.51302e-008,3.99492e-008,1.07416e-007,5.43365e-008,4.94476e-008,5.21714e-008,5.26603e-008,6.59302e-008,2.94032e-008,4.41397e-008,4.49079e-008,3.48508e-008,4.73524e-008,4.88191e-008,5.05651e-008,
252,2.10781e-007,1.4946e-008,3.62476e-008,4.77714e-008,1.51695e-007,3.44317e-008,7.36825e-008,5.09841e-008,3.33841e-008,2.48635e-008,1.99746e-008,2.05333e-008,2.0694e-007,5.15429e-008,3.52698e-008,3.61079e-008,1.01689e-007,5.52445e-008,4.90286e-008,7.80825e-008,4.86794e-008,5.53841e-008,2.93333e-008,4.43492e-008,4.50476e-008,3.48508e-008,4.72825e-008,4.87492e-008,5.04952e-008,
