All ´a´ string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
265,2.28458e-007,1.67549e-008,4.29314e-008,6.22076e-008,1.57157e-007,4.31689e-008,8.67638e-008,5.31841e-008,4.47962e-008,3.29791e-008,3.0814e-008,2.73708e-008,2.35805e-007,3.87759e-008,4.49219e-008,4.29314e-008,1.19261e-007,6.03498e-008,5.40292e-008,6.26337e-008,5.02927e-008,7.23486e-008,3.33094e-007,5.18921e-008,5.08095e-008,8.05933e-007,5.37149e-008,7.34311e-008,6.50991e-008,
266,2.29149e-007,1.78864e-008,4.40349e-008,5.7221e-008,1.55963e-007,4.45098e-008,8.94457e-008,5.53562e-008,4.51105e-008,3.29371e-008,3.1687e-008,2.84324e-008,2.47147e-007,4.04241e-008,4.5327e-008,4.36857e-008,1.20302e-007,6.01473e-008,5.5873e-008,7.66648e-008,5.08794e-008,7.35429e-008,3.35189e-007,5.38616e-008,5.06559e-008,7.84569e-007,5.25695e-008,6.96876e-008,6.4261e-008,
267,2.30581e-007,1.57003e-008,4.25124e-008,5.39873e-008,1.56619e-007,4.50616e-008,9.33848e-008,5.57403e-008,4.50197e-008,3.36425e-008,3.19664e-008,3.07581e-008,2.54306e-007,4.16184e-008,4.57321e-008,4.4887e-008,1.2181e-007,6.18724e-008,5.58172e-008,6.17187e-008,5.03695e-008,7.22229e-008,3.30566e-007,5.12216e-008,5.03556e-008,7.95185e-007,5.25206e-008,6.83397e-008,6.70127e-008,
268,2.30567e-007,1.65105e-008,4.42095e-008,5.73676e-008,1.56584e-007,4.65771e-008,9.34826e-008,5.57613e-008,4.58229e-008,3.46064e-008,3.23854e-008,3.11841e-008,2.44661e-007,4.25264e-008,4.71708e-008,4.51664e-008,1.21412e-007,6.25848e-008,5.60546e-008,7.41086e-008,5.09771e-008,7.50235e-008,3.14244e-007,5.12356e-008,5.23949e-008,7.68603e-007,5.26254e-008,6.75575e-008,6.56927e-008,
269,2.31552e-007,1.58889e-008,4.36718e-008,5.7186e-008,1.56514e-007,4.65771e-008,9.13943e-008,5.82825e-008,4.67448e-008,3.46902e-008,3.2993e-008,3.19943e-008,2.45429e-007,4.23098e-008,4.80718e-008,4.6214e-008,1.20497e-007,6.36254e-008,5.6334e-008,6.41143e-008,5.11937e-008,7.15664e-008,3.3146e-007,5.12006e-008,5.07467e-008,7.7271e-007,5.25905e-008,6.84584e-008,6.41213e-008,
270,2.36748e-007,1.6294e-008,4.17232e-008,5.73956e-008,1.57988e-007,4.87492e-008,9.53683e-008,4.89657e-008,4.78273e-008,3.54794e-008,3.38241e-008,3.28813e-008,2.48495e-007,4.38533e-008,4.84978e-008,4.20933e-008,1.18109e-007,6.42051e-008,5.77587e-008,7.90673e-008,5.12565e-008,7.24673e-008,3.30873e-007,5.11029e-008,5.11308e-008,7.7132e-007,5.25835e-008,7.26279e-008,6.73759e-008,
271,2.32949e-007,1.848e-008,4.06756e-008,5.73956e-008,1.62199e-007,4.81556e-008,9.57524e-008,5.16057e-008,4.82045e-008,3.63873e-008,3.46413e-008,3.35867e-008,2.38103e-007,4.46146e-008,5.04673e-008,4.25962e-008,1.19876e-007,5.84152e-008,5.46298e-008,5.31213e-008,4.99086e-008,7.12172e-008,3.23421e-007,5.11378e-008,5.00133e-008,7.63721e-007,5.26324e-008,7.06514e-008,6.57067e-008,
272,2.42231e-007,1.61473e-008,4.27638e-008,5.72908e-008,1.56745e-007,4.86724e-008,8.80419e-008,5.39524e-008,4.89657e-008,3.72394e-008,3.54654e-008,3.41664e-008,2.40079e-007,4.62838e-008,5.12356e-008,4.4e-008,1.20036e-007,6.00775e-008,6.17746e-008,5.53003e-008,5.06e-008,7.33473e-008,3.29378e-007,5.11098e-008,5.03625e-008,7.90966e-007,5.68578e-008,6.91079e-008,6.43937e-008,
273,2.34429e-007,2.01702e-008,4.2666e-008,5.74794e-008,1.62311e-007,4.87562e-008,9.49911e-008,5.25206e-008,5.04324e-008,3.79727e-008,3.62965e-008,3.49276e-008,2.37216e-007,4.66749e-008,5.1047e-008,4.45518e-008,1.20288e-007,6.11321e-008,5.61594e-008,6.39606e-008,5.25625e-008,7.24045e-008,3.2993e-007,5.08165e-008,4.97898e-008,7.96267e-007,5.25625e-008,6.85003e-008,6.71664e-008,
274,2.401e-007,1.83473e-008,4.34273e-008,5.76679e-008,1.59231e-007,5.03695e-008,8.98857e-008,5.5873e-008,5.16267e-008,3.92997e-008,3.73302e-008,3.56889e-008,2.41874e-007,4.7541e-008,5.47067e-008,4.55854e-008,1.22027e-007,6.69568e-008,5.676e-008,7.23765e-008,5.33657e-008,7.72584e-008,3.32661e-007,5.07606e-008,4.9741e-008,8.02602e-007,5.26673e-008,7.01625e-008,6.85073e-008,
275,2.4941e-007,1.64057e-008,4.39162e-008,5.7647e-008,1.60328e-007,5.19829e-008,8.81118e-008,5.49721e-008,5.35124e-008,3.9621e-008,3.79518e-008,3.92368e-008,2.54641e-007,4.80508e-008,5.55518e-008,4.71219e-008,1.22921e-007,6.31156e-008,5.77587e-008,6.8214e-008,5.15708e-008,7.57918e-008,3.297e-007,5.32749e-008,4.99854e-008,7.77627e-007,5.25486e-008,7.54006e-008,6.41911e-008,
276,2.38955e-007,1.56584e-008,4.40698e-008,5.73187e-008,1.60879e-007,5.28e-008,9.07238e-008,5.18921e-008,5.50349e-008,4.03333e-008,3.88108e-008,3.51651e-008,2.42559e-007,4.91962e-008,5.81219e-008,4.80578e-008,1.22383e-007,6.36673e-008,6.17676e-008,6.83048e-008,5.09632e-008,7.88718e-008,3.26738e-007,5.25067e-008,4.9741e-008,7.98872e-007,5.25206e-008,7.24952e-008,6.71384e-008,
277,2.37565e-007,1.5826e-008,4.28406e-008,8.65752e-008,1.59671e-007,5.29746e-008,9.02978e-008,5.27651e-008,5.51187e-008,4.10457e-008,3.97746e-008,3.59962e-008,2.38794e-007,4.95175e-008,5.72e-008,4.7981e-008,1.23668e-007,6.43937e-008,5.51816e-008,6.86889e-008,5.05651e-008,7.81035e-008,3.2794e-007,4.81625e-008,4.98248e-008,7.8401e-007,5.47206e-008,6.91499e-008,6.59372e-008,
278,2.43949e-007,1.60356e-008,4.03822e-008,1.16467e-007,1.5731e-007,5.64108e-008,8.90756e-008,5.39664e-008,5.5873e-008,4.39302e-008,4.05638e-008,3.696e-008,2.39947e-007,5.07676e-008,5.79054e-008,4.85397e-008,1.24548e-007,6.61397e-008,5.5873e-008,8.08972e-008,5.11657e-008,8.04781e-008,3.29839e-007,4.81975e-008,5.01041e-008,7.85973e-007,5.26184e-008,6.83956e-008,6.44845e-008,
279,2.42091e-007,2.06102e-008,4.24076e-008,5.79264e-008,1.58547e-007,3.432e-008,9.36432e-008,5.66064e-008,3.82381e-008,4.47473e-008,4.1381e-008,3.75816e-008,2.61758e-007,5.08654e-008,3.44876e-008,4.42095e-008,1.25854e-007,6.67683e-008,5.56705e-008,5.17733e-008,5.04394e-008,7.59943e-008,3.27563e-007,4.81695e-008,4.98248e-008,7.58784e-007,5.26464e-008,6.7341e-008,6.62933e-008,
280,2.39926e-007,1.81448e-008,4.39511e-008,5.78425e-008,1.60921e-007,3.21898e-008,9.31333e-008,5.69556e-008,4.01937e-008,4.60813e-008,4.21492e-008,4.07384e-008,2.45737e-007,5.31143e-008,3.46273e-008,4.55016e-008,1.33704e-007,6.08178e-008,5.43225e-008,7.54984e-008,5.09841e-008,7.81035e-008,3.24175e-007,4.81556e-008,4.97689e-008,7.44759e-007,5.25067e-008,7.16572e-008,6.48825e-008,
281,2.48006e-007,1.61264e-008,4.33225e-008,5.79194e-008,1.58149e-007,3.33283e-008,9.21765e-008,5.72489e-008,3.94114e-008,4.64584e-008,4.33644e-008,4.47403e-008,2.50947e-007,5.32051e-008,3.61149e-008,4.58298e-008,1.34926e-007,6.22076e-008,5.56425e-008,6.68451e-008,5.05302e-008,7.71327e-008,3.25607e-007,4.81975e-008,4.98248e-008,7.53294e-007,5.25905e-008,7.30191e-008,6.35695e-008,
282,2.44794e-007,1.73067e-008,4.33784e-008,5.82616e-008,1.57918e-007,3.40895e-008,9.38178e-008,5.61245e-008,4.01867e-008,4.73035e-008,4.21771e-008,4.53898e-008,2.43055e-007,5.47276e-008,3.72254e-008,4.72965e-008,1.31364e-007,6.292e-008,5.52933e-008,7.37105e-008,5.17245e-008,7.69302e-008,3.29378e-007,4.83791e-008,4.98178e-008,7.59964e-007,5.28e-008,6.92756e-008,6.60978e-008,
283,2.5594e-007,1.69854e-008,4.4894e-008,5.80172e-008,1.603e-007,3.42083e-008,9.2847e-008,5.72978e-008,4.1374e-008,4.85537e-008,4.33645e-008,4.21702e-008,2.51198e-007,5.46508e-008,3.83149e-008,4.77645e-008,1.32503e-007,6.46172e-008,5.75702e-008,5.51397e-008,5.13683e-008,7.89206e-008,3.28806e-007,4.88819e-008,4.99994e-008,7.50766e-007,5.38476e-008,6.83048e-008,6.21518e-008,
284,2.5161e-007,1.59378e-008,4.24216e-008,5.79752e-008,1.59734e-007,3.61848e-008,9.31264e-008,6.2927e-008,4.22819e-008,4.98597e-008,4.45448e-008,4.35321e-008,2.55025e-007,5.84292e-008,3.8294e-008,4.91752e-008,1.30764e-007,6.47149e-008,5.70464e-008,8.26362e-008,5.77657e-008,7.36197e-008,3.31816e-007,5.03276e-008,4.97829e-008,7.69365e-007,5.27651e-008,7.10146e-008,6.08178e-008,
285,2.57631e-007,1.62521e-008,4.26171e-008,5.56216e-008,1.62067e-007,3.67644e-008,9.11149e-008,5.08025e-008,4.37486e-008,5.09492e-008,4.57251e-008,4.69124e-008,2.48041e-007,5.60616e-008,3.96978e-008,4.8854e-008,1.27991e-007,6.61257e-008,5.75422e-008,6.75295e-008,5.38197e-008,7.26559e-008,3.32396e-007,5.25905e-008,4.97898e-008,7.58784e-007,5.25276e-008,7.56451e-008,6.36743e-008,
286,2.51945e-007,1.57283e-008,4.2701e-008,5.42178e-008,1.59189e-007,3.79238e-008,1.01011e-007,5.39384e-008,4.57321e-008,5.21994e-008,4.68984e-008,4.57111e-008,2.47455e-007,5.78356e-008,3.99632e-008,5.11168e-008,1.28396e-007,6.69149e-008,5.72838e-008,7.72235e-008,5.45949e-008,8.10857e-008,3.25621e-007,5.03416e-008,4.98178e-008,7.40555e-007,5.25416e-008,7.46254e-008,6.20889e-008,
287,2.65348e-007,1.61403e-008,4.52222e-008,5.43575e-008,1.60132e-007,3.86083e-008,8.76787e-008,5.46019e-008,4.46844e-008,5.34495e-008,4.81067e-008,4.92591e-008,2.53286e-007,5.8513e-008,4.08571e-008,5.12984e-008,1.27097e-007,6.44495e-008,5.82197e-008,3.67435e-008,5.30445e-008,7.20343e-008,3.2229e-007,5.03206e-008,4.99156e-008,7.74484e-007,5.25276e-008,7.29213e-008,6.1586e-008,
288,2.64028e-007,1.72159e-008,4.31898e-008,5.44343e-008,1.59517e-007,3.75048e-008,9.26026e-008,5.5433e-008,5.70743e-008,5.47486e-008,4.95384e-008,4.80997e-008,2.49829e-007,3.9621e-008,4.15835e-008,5.57403e-008,1.2283e-007,6.53714e-008,5.8094e-008,5.69625e-008,5.37638e-008,7.34591e-008,3.24441e-007,4.83791e-008,5.05441e-008,7.64545e-007,5.25835e-008,7.2146e-008,6.36045e-008,
289,2.60871e-007,1.59098e-008,4.20235e-008,5.4141e-008,1.62053e-007,4.91194e-008,9.29937e-008,5.57752e-008,4.67937e-008,5.70324e-008,5.04673e-008,4.92591e-008,2.54152e-007,3.96838e-008,4.25683e-008,5.62362e-008,1.22439e-007,6.67403e-008,5.59219e-008,5.12775e-008,5.33378e-008,7.30679e-008,3.09446e-007,4.92241e-008,5.21156e-008,7.55292e-007,5.25486e-008,6.72292e-008,6.21098e-008,
290,2.48027e-007,1.61683e-008,4.3553e-008,5.41759e-008,1.5817e-007,4.08641e-008,9.34826e-008,5.49511e-008,4.84489e-008,5.70743e-008,5.16616e-008,5.04743e-008,2.50786e-007,4.01098e-008,4.33994e-008,5.72768e-008,1.24862e-007,6.14883e-008,5.8953e-008,7.31867e-008,5.40222e-008,7.2593e-008,3.02957e-007,4.81835e-008,5.27721e-008,7.68338e-007,5.25556e-008,7.1727e-008,6.42959e-008,
291,2.48642e-007,1.55886e-008,4.24076e-008,5.39943e-008,1.61333e-007,4.15416e-008,9.40064e-008,5.54679e-008,4.86864e-008,5.84991e-008,5.30375e-008,5.16476e-008,2.55745e-007,4.12832e-008,4.43352e-008,4.9294e-008,1.23982e-007,6.42749e-008,5.70883e-008,7.36406e-008,5.35194e-008,7.32565e-008,3.08705e-007,4.80508e-008,4.9706e-008,7.74058e-007,5.46718e-008,7.07841e-008,6.73619e-008,
292,2.55549e-007,1.66292e-008,4.47124e-008,5.40083e-008,1.61145e-007,4.96362e-008,9.3294e-008,5.68229e-008,4.96571e-008,5.97492e-008,5.42387e-008,6.10133e-008,2.5439e-007,4.17022e-008,4.52362e-008,4.94616e-008,1.28683e-007,6.28013e-008,5.86178e-008,5.98679e-008,5.38616e-008,7.42343e-008,3.11331e-007,4.80997e-008,4.9734e-008,7.31287e-007,5.60267e-008,6.91987e-008,6.21029e-008,
293,2.53119e-007,1.74184e-008,4.04032e-008,5.41619e-008,1.60586e-007,4.83581e-008,9.16876e-008,5.4553e-008,5.05371e-008,6.08178e-008,5.52025e-008,5.40222e-008,2.63672e-007,4.27568e-008,4.5746e-008,5.22273e-008,1.26587e-007,6.41981e-008,5.96375e-008,6.72711e-008,5.36102e-008,7.71257e-008,3.03733e-007,4.81625e-008,4.98248e-008,7.42979e-007,5.28349e-008,6.85143e-008,6.07759e-008,
294,2.53035e-007,1.57911e-008,4.03822e-008,5.38406e-008,1.58582e-007,4.65771e-008,9.22114e-008,7.54216e-008,4.56064e-008,5.87924e-008,5.63968e-008,5.52025e-008,2.5226e-007,4.34413e-008,4.62978e-008,6.03568e-008,1.26713e-007,6.5553e-008,5.92394e-008,8.27479e-008,5.44133e-008,7.42203e-008,3.0082e-007,4.81905e-008,4.97619e-008,7.34395e-007,5.59848e-008,6.72921e-008,6.38279e-008,
295,2.59509e-007,1.88222e-008,4.18279e-008,5.37149e-008,1.61159e-007,4.67378e-008,9.36432e-008,6.37791e-008,4.49429e-008,6.02172e-008,5.75702e-008,5.63898e-008,2.61144e-007,3.89644e-008,4.74991e-008,6.26267e-008,1.2913e-007,6.56298e-008,6.06432e-008,7.32076e-008,5.33029e-008,7.32356e-008,3.08573e-007,4.83651e-008,4.97898e-008,7.42224e-007,5.2793e-008,7.16013e-008,6.20749e-008,
296,2.58238e-007,1.54768e-008,4.24565e-008,5.40571e-008,1.60418e-007,4.82673e-008,9.98381e-008,6.31225e-008,4.65632e-008,6.23543e-008,5.96375e-008,5.99029e-008,2.55961e-007,4.12832e-008,4.86095e-008,5.51816e-008,1.2181e-007,6.70546e-008,5.96305e-008,7.14406e-008,5.39175e-008,7.66578e-008,3.09585e-007,4.88191e-008,4.99505e-008,7.72095e-007,5.24997e-008,7.16083e-008,6.18165e-008,
297,2.60403e-007,1.56235e-008,4.27498e-008,5.39594e-008,1.61222e-007,4.91892e-008,1.01647e-007,5.93162e-008,5.6327e-008,6.3807e-008,5.99727e-008,5.89949e-008,2.58455e-007,4.08781e-008,4.96921e-008,2.57156e-008,9.20997e-008,7.03302e-008,6.18864e-008,6.31295e-008,5.37568e-008,7.36825e-008,3.02839e-007,4.81346e-008,4.98248e-008,7.51541e-007,5.2821e-008,7.25092e-008,6.38629e-008,
298,2.58189e-007,1.57562e-008,4.47543e-008,5.40641e-008,1.61208e-007,4.98318e-008,9.88953e-008,5.8513e-008,4.72057e-008,6.35276e-008,6.22565e-008,5.99448e-008,2.62003e-007,4.23238e-008,4.73035e-008,2.50451e-008,9.38876e-008,3.94743e-008,6.80254e-008,7.36895e-008,5.45041e-008,7.33333e-008,3.07609e-007,4.81625e-008,4.98318e-008,7.70699e-007,5.26045e-008,6.85143e-008,6.47429e-008,
299,2.5703e-007,1.64965e-008,4.25403e-008,5.38756e-008,1.60991e-007,5.03486e-008,1.0449e-007,6.26895e-008,6.10413e-008,6.49943e-008,6.25429e-008,6.11391e-008,2.71319e-007,4.24286e-008,4.82603e-008,2.74337e-008,9.59549e-008,4.15625e-008,5.94908e-008,6.22775e-008,5.36381e-008,7.27048e-008,3.00143e-007,4.83302e-008,4.97689e-008,7.6912e-007,5.25486e-008,6.93314e-008,6.07479e-008,
300,2.63951e-007,1.57702e-008,4.27149e-008,5.4113e-008,1.60558e-007,4.95873e-008,1.02331e-007,5.56495e-008,4.87911e-008,6.63283e-008,6.35067e-008,6.39676e-008,2.78555e-007,4.36438e-008,4.92381e-008,2.60508e-008,9.80641e-008,4.23308e-008,5.97073e-008,8.38095e-008,5.43714e-008,7.4367e-008,3.03649e-007,4.86025e-008,4.98387e-008,7.73066e-007,5.26533e-008,7.17479e-008,6.39327e-008,
301,2.60641e-007,1.57283e-008,4.0494e-008,5.42667e-008,1.58232e-007,5.13683e-008,9.92864e-008,5.78425e-008,6.13835e-008,6.71664e-008,6.49384e-008,6.35346e-008,2.68756e-007,4.43003e-008,4.97479e-008,2.67981e-008,9.66533e-008,4.34413e-008,6.01403e-008,6.63352e-008,5.39314e-008,7.71257e-008,3.0543e-007,4.85956e-008,4.98527e-008,7.80511e-007,5.26254e-008,7.06235e-008,6.20819e-008,
302,2.61758e-007,1.56444e-008,4.25473e-008,5.49092e-008,1.6199e-007,5.31213e-008,9.79803e-008,5.66762e-008,6.22775e-008,6.82559e-008,6.58673e-008,6.468e-008,2.65187e-007,4.55016e-008,5.04464e-008,2.70356e-008,9.72051e-008,4.39791e-008,6.93803e-008,8.11276e-008,5.53841e-008,8.16445e-008,3.20222e-007,5.02368e-008,4.98318e-008,7.67144e-007,5.26184e-008,6.93245e-008,6.09156e-008,
303,2.69734e-007,1.58819e-008,4.58787e-008,5.74375e-008,1.58177e-007,5.37918e-008,1.00474e-007,5.80172e-008,5.10679e-008,6.94711e-008,6.70756e-008,6.60698e-008,2.75419e-007,4.54667e-008,5.13403e-008,2.77479e-008,9.80711e-008,4.53898e-008,7.01625e-008,5.21784e-008,5.39524e-008,7.36825e-008,3.0932e-007,4.81346e-008,4.97549e-008,7.39326e-007,5.25486e-008,6.82559e-008,6.39327e-008,
304,2.67317e-007,1.57003e-008,4.4e-008,5.74305e-008,1.62542e-007,5.55867e-008,9.78057e-008,6.07968e-008,6.47359e-008,7.83829e-008,6.95759e-008,7.07492e-008,2.76488e-007,4.67168e-008,5.22483e-008,2.75943e-008,9.91816e-008,4.6207e-008,7.1287e-008,7.8746e-008,5.11168e-008,7.49606e-008,2.98334e-007,4.82045e-008,5.42667e-008,7.31601e-007,5.70883e-008,7.22438e-008,6.20889e-008,
305,2.65222e-007,1.73625e-008,4.57391e-008,5.73327e-008,1.57003e-007,5.5887e-008,9.79175e-008,5.77797e-008,6.02381e-008,8.23568e-008,6.94572e-008,6.82698e-008,2.7551e-007,4.75479e-008,5.30794e-008,2.90959e-008,1.11683e-007,5.30305e-008,7.18387e-008,7.50235e-008,5.08864e-008,7.35499e-008,3.15571e-007,4.81206e-008,4.97549e-008,7.57387e-007,5.39873e-008,7.09168e-008,6.32203e-008,
306,2.7104e-007,1.56514e-008,4.34902e-008,5.70464e-008,1.54468e-007,5.77448e-008,9.53054e-008,5.94768e-008,7.05956e-008,7.29981e-008,7.27816e-008,6.94292e-008,2.76236e-007,4.89238e-008,5.38686e-008,2.56737e-008,1.03603e-007,9.00254e-008,7.21879e-008,8.42076e-008,5.15498e-008,7.45416e-008,3.14928e-007,4.83581e-008,5.56845e-008,7.35925e-007,5.25975e-008,7.06305e-008,6.38768e-008,
307,2.89283e-007,1.56165e-008,4.25333e-008,5.72768e-008,1.49635e-007,5.80032e-008,9.73518e-008,5.82756e-008,7.09937e-008,7.83899e-008,7.18108e-008,7.06235e-008,2.64091e-007,4.92171e-008,5.58311e-008,2.71822e-008,1.05907e-007,4.56971e-008,3.81333e-008,6.84165e-008,5.07257e-008,7.35918e-008,3.04124e-007,4.9301e-008,4.97898e-008,7.57226e-007,5.25695e-008,6.91149e-008,6.20889e-008,
308,2.62275e-007,1.61403e-008,4.37765e-008,5.7207e-008,1.50836e-007,6.27314e-008,9.82457e-008,5.68997e-008,6.27245e-008,7.55752e-008,7.29841e-008,7.19994e-008,2.65062e-007,5.03416e-008,5.51956e-008,2.79644e-008,1.06592e-007,4.85676e-008,4.07384e-008,7.28305e-008,5.14102e-008,7.38292e-008,2.98613e-007,4.88191e-008,4.98527e-008,7.16097e-007,5.26254e-008,6.83886e-008,6.09924e-008,
309,2.68589e-007,1.5847e-008,4.00959e-008,5.73956e-008,1.56109e-007,5.86527e-008,9.99289e-008,5.9393e-008,5.82825e-008,7.65949e-008,7.41924e-008,8.20635e-008,2.65704e-007,5.07467e-008,5.65156e-008,2.904e-008,1.07102e-007,4.60952e-008,3.96559e-008,6.776e-008,5.12984e-008,7.42064e-008,2.99158e-007,4.81137e-008,4.97479e-008,7.57072e-007,5.25276e-008,6.7306e-008,6.35975e-008,
310,2.63993e-007,1.87943e-008,4.68565e-008,5.75632e-008,1.50145e-007,4.50476e-008,1.06138e-007,6.87029e-008,3.4774e-008,7.77613e-008,7.53867e-008,7.41994e-008,2.68896e-007,5.12356e-008,4.27498e-008,2.99479e-008,1.08345e-007,4.65073e-008,4.07454e-008,1.02471e-007,5.16337e-008,7.7426e-008,2.98949e-007,4.92171e-008,4.97898e-008,7.39193e-007,5.25625e-008,7.172e-008,6.21308e-008,
311,2.64517e-007,1.5826e-008,5.32051e-008,5.74724e-008,1.54775e-007,4.04591e-008,1.08282e-007,6.33879e-008,3.72673e-008,7.91721e-008,7.67835e-008,7.53727e-008,2.67276e-007,5.21295e-008,3.46133e-008,3.00597e-008,1.08799e-007,4.79041e-008,4.24844e-008,5.368e-008,5.09213e-008,7.45346e-008,2.95973e-007,4.81416e-008,4.98038e-008,7.36839e-007,5.25905e-008,7.06794e-008,6.09016e-008,
312,2.6562e-007,1.56025e-008,4.04451e-008,5.7647e-008,1.50794e-007,3.76864e-008,1.04748e-007,6.0273e-008,3.77771e-008,8.74832e-008,8.20914e-008,7.6581e-008,2.70321e-007,5.38267e-008,3.57308e-008,3.05137e-008,1.09134e-007,5.1054e-008,4.35879e-008,8.28387e-008,5.17175e-008,7.45346e-008,3.01044e-007,4.81206e-008,4.98108e-008,7.20378e-007,5.25905e-008,7.05606e-008,6.36673e-008,
313,2.66137e-007,1.55467e-008,4.05778e-008,5.44622e-008,1.59483e-007,3.84686e-008,1.05481e-007,6.08527e-008,3.77003e-008,8.58978e-008,8.35302e-008,7.93886e-008,2.68903e-007,5.40152e-008,3.73302e-008,3.14705e-008,1.0963e-007,4.98527e-008,4.21352e-008,6.42749e-008,5.13543e-008,7.47022e-008,3.05046e-007,4.81625e-008,5.06279e-008,7.30421e-007,5.79124e-008,6.85772e-008,6.45683e-008,
314,2.73987e-007,1.55467e-008,4.03683e-008,5.40711e-008,1.5034e-007,4.15835e-008,1.12444e-007,6.38629e-008,3.86851e-008,8.70781e-008,8.2273e-008,7.89416e-008,2.80392e-007,5.51048e-008,4.14787e-008,3.23924e-008,1.11055e-007,5.02787e-008,4.37835e-008,8.34743e-008,5.21086e-008,8.26152e-008,2.93459e-007,4.81137e-008,4.97898e-008,7.15957e-007,5.25416e-008,6.75994e-008,6.09505e-008,
315,2.70069e-007,1.64686e-008,4.03403e-008,5.4106e-008,1.51109e-007,4.27918e-008,1.05425e-007,5.66273e-008,3.89924e-008,2.51219e-008,8.13162e-008,8.58e-008,2.87131e-007,5.59149e-008,3.74279e-008,2.89492e-008,1.02052e-007,5.08864e-008,4.46984e-008,5.3666e-008,5.14521e-008,7.62248e-008,3.01854e-007,4.81416e-008,4.99924e-008,7.19589e-007,5.25695e-008,7.304e-008,6.86679e-008,
316,2.68749e-007,1.78095e-008,4.06057e-008,5.47905e-008,1.56116e-007,4.32946e-008,1.05062e-007,5.64527e-008,3.96908e-008,2.70216e-008,8.24965e-008,8.59606e-008,2.78345e-007,5.6767e-008,3.90762e-008,3.06114e-008,1.01368e-007,4.58648e-008,4.31479e-008,8.35372e-008,5.20108e-008,8.20775e-008,2.9385e-007,4.81556e-008,5.09562e-008,7.16858e-007,5.2793e-008,7.05467e-008,6.20959e-008,
317,2.71641e-007,1.55187e-008,4.39651e-008,5.42038e-008,1.48643e-007,4.92311e-008,1.0546e-007,6.30946e-008,4.15137e-008,2.97384e-008,7.6574e-008,7.49397e-008,2.7222e-007,5.764e-008,3.89086e-008,3.1254e-008,1.02778e-007,4.71289e-008,4.49498e-008,6.8186e-008,5.13962e-008,8.17073e-008,3.11876e-007,5.05721e-008,4.97759e-008,7.40352e-007,5.25346e-008,6.91708e-008,6.09295e-008,
318,2.75768e-007,1.61613e-008,4.27289e-008,5.40851e-008,1.48343e-007,5.13613e-008,1.04762e-007,5.83245e-008,3.93206e-008,2.75594e-008,7.95562e-008,8.22311e-008,2.87907e-007,5.8527e-008,3.97956e-008,3.22946e-008,1.07821e-007,4.81067e-008,4.79181e-008,7.43251e-008,5.22832e-008,8.28038e-008,3.124e-007,4.81905e-008,4.98387e-008,7.1706e-007,5.26464e-008,6.84095e-008,6.36324e-008,
319,2.70837e-007,1.56095e-008,4.05289e-008,5.41689e-008,1.59036e-007,5.12845e-008,1.07926e-007,6.09295e-008,5.12495e-008,2.6861e-008,8.008e-008,7.62806e-008,2.91231e-007,5.92603e-008,4.60464e-008,3.27137e-008,1.05649e-007,4.94756e-008,4.70102e-008,3.67854e-008,5.01041e-008,7.20622e-008,3.11806e-007,5.02927e-008,5.07886e-008,7.20727e-007,5.25905e-008,6.74318e-008,6.21727e-008,
320,2.81614e-007,1.54908e-008,4.03403e-008,5.4134e-008,1.59671e-007,6.16629e-008,1.07597e-007,6.04686e-008,4.21283e-008,2.83346e-008,8.06527e-008,7.72584e-008,2.89618e-007,3.54165e-008,4.17022e-008,3.31048e-008,1.05237e-007,4.99714e-008,4.72337e-008,5.39664e-008,5.21854e-008,7.31378e-008,3.08824e-007,4.80787e-008,4.99016e-008,7.16208e-007,5.46997e-008,7.73213e-008,6.09365e-008,
321,3.03831e-007,1.70273e-008,4.05568e-008,5.44133e-008,1.48909e-007,5.50768e-008,9.93911e-008,5.97492e-008,4.4887e-008,2.86419e-008,8.25594e-008,7.81035e-008,2.85784e-007,3.71625e-008,4.27708e-008,3.32864e-008,1.05977e-007,5.07048e-008,4.76527e-008,4.48451e-008,5.04743e-008,7.65391e-008,3.08538e-007,4.81416e-008,5.35613e-008,7.18806e-007,5.26045e-008,7.79429e-008,6.4247e-008,
